username,date,tweet,sentiment,lat,lon,location
Official_Unej,"Jun,16","New post (Cegah Stunting, Mahasiswa Profesi Ners Fakultas KeperawatanÂ   Universitas Jember Gelar Festival Kesehatan di Kecamatan Panti) has been published on Universitas Jember - unej.ac.id/id/cegah-stuntâ€¦ pic.twitter.com/EtKpkOnCj6",neg,-8.18449,113.668,Kabupaten Jember Jawa Timur Indonesia
CNNIndonesia,"Jul,20",Cegah Stunting Mulai dari Kebersihan Laut cnn.id/414054?utm_souâ€¦,neg,-0.789275,113.921,Indonesia
ata_lia,"Jul,02","Audiensi pagi .. bersama Universitas Padjadjaran terkait, Paduan Suara UNPAD dan  Cegah Stunting .... ???? #cegahstunting #siCinta #Ataliapr pic.twitter.com/oevqAgkjoo",neg,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
DitjenPDT,"Sep,25",Ibu Mendes Riri Sandjojo Sosialisasikan Cegah Stunting di NTT  merdekanews.co/read/7351/Ibu-â€¦,neg,-6.17385,106.822,7 Jalan Abdul Muis 2 3 Gambir Kecamatan Gambir Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia 10110
RadioKesehatan,"Sep,20","Akhir pekan bersama keluarga????

Yuk, simak #IndonesiaSehat di MNC TV, pukul 08.30 WIB.

Membahas ""Cegah Stunting Itu Penting"" bersama narasumber keren????

Jangan sampai terlewat
???? MNC TV
???? Sabtu, 21 September 2019
???? 08.30 WIB pic.twitter.com/P0eUOkUYfq",neg,-6.23055,106.832,Lt. 6 Gedung Sujudi Kav 4 - 9 Jalan Haji R. Rasuna Said RT.9 4 Kuningan Kuningan Timur Kuningan Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12950
antaranews,"Sep,12","Kominfo kampanyekan ""Isi Piringku"" cegah stunting antaranews.com/berita/1059528â€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
kpp_pa,"Sep,08","Stunting juga identik dengan kondisi otak yang kurang berkembang, buruknya kapabilitas belajar dan mental, kekerdilan sampai berisiko penyakit kronik hingga kematian dini.

Yuk, cegah stunting sejak dini!

#KemenPPPA #StuntingAnak #Stunting #Edukasi #PerempuanSehatKeluargaHebat pic.twitter.com/i6YRf49soS",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
detikHealth,"Oct,24",Langkah Pertama Menkes Terawan: Cegah Stunting hingga Nasib BPJS detik.id/6v1J6x,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
serambinews,"Oct,22","CEGAH STUNTING DI ACEH |

Stunting adalah sebuah kondisi di mana tinggi badan anak jauh lebih pendek dibandingkan tinggi badan seusianya

aceh.tribunnews.com/2019/10/22/berâ€¦",neg,4.69514,96.7494,Aceh Indonesia
humasaceh,"Oct,21","Wakil Ketua Tim Penggerak PKK Aceh, Dr. Ir. Dyah Erti Idawati, MT didampingi Bupati Bireuen, Saifannur dan Ketua TP PKK Bireuen, Fauziah, memimpin deklarasi cegah stunting di GOR Kabupaten Bireuen, Senin (21/10/2019). #AcehHebat pic.twitter.com/JhuZC4UnuJ",neg,5.54829,95.3238,Banda Aceh Kota Banda Aceh Aceh Indonesia
Bongkar_Jokodok,"12,Oct,18","Tentu saja keduaÂ²y..Bangsat'y lagi hutang makin nambah hanya utk mengintervensi dollar, APBN tetap defisit, Pendidikan, kesejahteraan rakyat dan kesehatan spt ancaman stunting generasi muda kita di nomor duakan dgn infrastruktur yg ga jelas utk ""siapa"". LINGKARAN SETAN si Boneka pic.twitter.com/sTKq5eSVvh",neg,-6.22501,106.9,Jakarta Timur Kota Jakarta Timur Daerah Khusus Ibukota Jakarta Indonesia
zuhdianshari,"Nov,20",Sumbar dalam Ancaman Stunting harianhaluan.com/news/detail/72â€¦,neg,0.293347,101.707,Riau Indonesia
Rrrrratih,"Dec,07","Di saat Indonesia lagi gencar2nya mentargetkan standard pemenuhan gizi balita, ternyata ancaman stunting tinggi banget! databoks.katadata.co.id/datapublish/20â€¦ #CegahStunting #SiagaStunting #LawanStunting #GenerasiEmas",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
azey_fajar,"Jan,09",Mari selamatkan anak-anak kita dari ancaman Stunting. pancawangi.sideka.id/2019/01/10/bahâ€¦,neg,-0.789275,113.921,Indonesia
GerakanEmas2030,"Feb,21","Menyelamatkan Generasi Emas Indonesia 2030 dari ancaman stunting menjadi tugas kita semua. 

Bersama memutus lingkaran setan sumber kemiskinan, memperbaiki perekonomian rakyat di segala bidang, pendidikan, memperluas lapangan pekerjaan & membebaskan Indonesia dr masalah stunting. pic.twitter.com/u9258jbJui",neg,-0.789275,113.921,Indonesia
kpp_pa,"Feb,07","Sahabat, sudah saatnya kita Sadar dan Peduli pada masalah gizi yang melanda bangsa ini, agar kita dapat menyelamatkan generasi penerus bangsa dari ancaman stunting.
#ProgramKerja
#PartisipasiRakyat
#PemerintahBekerja
#KemenPPPA",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Pemkot_SMR,"Mar,19","#PemkotSamarinda Perangi Ancaman Stunting, Puskesmas Bukuan Dijadikan Role Model. #Samarinda
samarindakota.go.id/website/beritaâ€¦ pic.twitter.com/N87KoHutpO",neg,0.538659,116.419,Kalimantan Timur Indonesia
pedulisehat,"Mar,17",Waspadai Ancaman Stunting Pada Balita! : Milis Sehat milissehat.web.id/?p=3119,neg,-0.789275,113.921,Indonesia
susi_siregar,"Mar,11","Dengan gerakan EMAS Emak Anak Minum Susu, Pak Prabowo akan membawa anak2 Indonesia keluar dari ancaman stunting
#PrabowoTheNextLeader pic.twitter.com/MLzQJofXrV",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
GerakanEmas2030,"Mar,04","Menyelamatkan Generasi Emas Indonesia 2030 dari ancaman stunting menjadi tugas kita semua. Bersama memutus lingkaran setan sumber kemiskinan, memperbaiki perekonomian rakyat di segala bidang, pendidikan, memperluas lapangan pekerjaan & membebaskan Indonesia dari masalah stunting. pic.twitter.com/jcuuRzXLPY",neg,-0.789275,113.921,Indonesia
KSPgoid,"Mar,03","14. Dalam acara ini, Wakil Ketua Umum Tim Penggerak PKK Aceh, Dyah Erti Idawati menekankan ikhtiar sungguh-sungguh untuk membebaskan anak Aceh dari ancaman stunting #CegahStunting pic.twitter.com/WwMenybotT",neg,-0.789275,113.921,Indonesia
muhammad_ridhaa,"May,14","Sekarang semua anak lahir ada ancaman stunting dan dibodohi rezim. Oposisi dianggap makar. Mending Fir'aun kalau soal infrastruktur, tanpa hutang. Lah, ini pakai hutang, yang disuruh bayar rakyat. Sudah tolol, kurang ajar pula.",neg,0.0,0.0,
VoxNtt,"Aug,12",Pemda Malaka Gencar Sosialisasi Ancaman Stunting voxntt.com/2019/08/13/pemâ€¦ via @VoxNtt.com,neg,-10.1617,123.599,Jalan Bakti Karang I Oebobo Kecamatan Oebobo Kota Kupang Nusa Tenggara Timur Indonesia
aazissi,"Sep,24","Berat jadi anak Indonesia, ada ancaman stunting, diare sampai asap dari hutan lahan yang dibakar. twitter.com/CNNIndonesia/sâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
inilahdotcom,"Oct,16",Koperasi Perikanan Berperan Atasi Ancaman Stunting ini.la/2549963,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
BeritagarID,"Mar,14",Angka stunting masih jauh dari target WHO. Gentingnya masalah stunting membutuhkan solusi konkret yang diharapkan muncul dari kedua pasangan cawapres dalam debat Pilpres mendatang. beritagar.id/artikel/beritaâ€¦,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
prajnamu,"Mar,14",Gentingnya masalah stunting di Indonesia beritagar.id/artikel/beritaâ€¦,neg,-6.22736,106.827,Lot. 51 Menara Rajawali 5 Jalan Doktor Ide Anak Agung Gde Agung 5 2 Kuningan Kuningan Timur Kecamatan Setiabudi Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12950
AkuSukaBuah,"Mar,14","Gentingnya masalah stunting di Indonesia ift.tt/2TIlsxx

Anak-anak di Palu, Sulawesi Tengah, Selasa (9/10). Dalam debat ketiga Pilpres 2019, kesehatan masuk dalam daftar topik yang diangkat. Stunting, adalah salah satu masalah kesehatan yang perlu menjadi sorotan. Jangâ€¦",neg,-0.789275,113.921,Indonesia
ramsel32,"Nov,12","Rembug Stunting dg para kader Desa Ngetos kec. Ngetos Kab. Nganjuk yg dihadiri juga oleh kades ngetos, bidan desa ngetos, kapolsek serta para kasun

#stunting #kemendespdttâ€¦ instagram.com/p/BqGwhMnBi7B/â€¦",neg,-7.75155,111.821,Ngetos Kabupaten Nganjuk Jawa Timur Indonesia
tribratanewsmlg,"Dec,14",Polres Malang | Muspika Tirtoyudo hadiri giat Rembug Stunting di Koperasi Tegar. tribratanewsmalang.com/2018/12/15/polâ€¦ pic.twitter.com/4VvVtKYuQY,neg,-8.24221,112.715,Malang Jawa Timur Indonesia
smedianasional,"Dec,12",Pemkab Malang Gelar Rembug Stunting diÂ Donomulyo suaramedianasional.co.id/pemkab-malang-â€¦ pic.twitter.com/FzFfT90Vr2,neg,-7.82159,112.017,163 Jalan Pattimura Setono Pande Kecamatan Kota Kediri Kota Kediri Jawa Timur Indonesia 64129
KBululawang,"Dec,10","Hari ini Selasa, (11/12/2018) 
Kecamatan Bululawang menyelenggarakan Kegiatan Rembug Stunting Tingkat Kecamatan yang dihadiri oleh Muspika, Kepala UPT se kecamatan, Kepala Desa seâ€¦ instagram.com/p/BrPD111A2jv/â€¦",neg,-8.07726,112.641,6 Jalan Suropati Raya Bululawang Bululawang Kecamatan Bululawang Malang Jawa Timur Indonesia 65171
ramsel32,"Dec,04","Rembug Stunting Kecamatan #ngetos untuk pencegahan & penanganan stunting serta menekan angka stunting.

Dlm acara ini yg mnjd narasumber : Camat Ngetos, Pendamping / FK GSC, Kepala KUA Ngetos, Ketua BKAD Ngetos,... facebook.com/10000467922818â€¦",neg,-7.75155,111.821,Ngetos Kabupaten Nganjuk Jawa Timur Indonesia
DinasPkplh,"Apr,25","Pada hari ini, Kamis tanggal 25 April 2019 Pemerintah Kabupaten Trenggalek menyelenggarakan Rembug Stunting dengan menghadirkan narasumber dari berbagai pihak terkait. Demikian pula dalamâ€¦ instagram.com/p/BwraXEmn83V/â€¦",neg,-0.789275,113.921,Indonesia
humastrenggalek,"Apr,25","Antisipasi Kegagalan Tumbuh Kembang Anak, Pemkab Trenggalek Gelar Rembug Stunting
.
Masalah stunting atau gagal tumbuh kembang pada anak tak bisa dipandang sebelah mata. Pemerintah Kabupatenâ€¦ instagram.com/p/Bwq2P2UHEng/â€¦",neg,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
AsrulHi98522142,"Jul,15","Sosialisasi Pencegahan Stunting dan rembug Stunting Nagari Maninjau kec Tj Raya Kab Agam
#pencegahanstunting
#manfaatdanadesa
#tppisumbar
@jokowi
@fachrilabalado
@taufikmadjid71
@ms_feri
@UcokSyafrizal
@wahyuni_mulia_h
@yosnofrizalafta
@Yendriyeni2 pic.twitter.com/22EhXbf8ee",neg,-0.313355,100.193,Danau Maninjau Tanjung Raya Kabupaten Agam Sumatera Barat Indonesia
DitGizi,"Jul,08","laporan kegiatan:

Direktur Gizi Masyarakat memberikan pemahaman peran Lintas Sektor dalam Pencegahan dan Penanggulangan Stunting dalam acara Rembug Stunting di Kabupaten Ogan Kemiring Ilir (OKI), Sumatera Selatan (9/7/19) pic.twitter.com/wvIqWj9b1B",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Mukdi_forssi,"Aug,28","#Semangat Pendampingan - Narasumber - Rembug Stunting - Penanganan Konvergensi Stunting - Pembentukan Rumah Desa Sehat (RDS) - Desa"" se - Kecamatan Cigandamekar - Kabupaten Kuningan - 29 Agustus 2019. instagram.com/p/B1u-5WshiHg/â€¦",neg,-6.73202,108.552,Cirebon Kota Cirebon Jawa Barat Indonesia
visitgambuhan,"Aug,22","Rembug Stunting Program Inovasi Desa th 2019 desa @visitgambuhan , Jumat 23/8
@anakdesaid @ElshintaTegal @PemkabPemalang @puspindes #JatengGayeng pic.twitter.com/pf8n6uhH7f",neg,-6.889939999999998,109.381,Pemalang Kecamatan Pemalang Kabupaten Pemalang Jawa Tengah Indonesia
DPremitasari,"Aug,14","Sasaran Pencegahan Stunting 1000 HPK Identifikasi Masalah & Rumusan Kegiatan Rembug Stunting Desa Jatidrojog-Kedungpring #tppilamongan
@kpw4jatim @DewantoAndry @EkoSandjojo @fachrilabalado @taufikmadjid71 @Iskandar__NH
@Wanut_Susisno
@zaind_ah pic.twitter.com/WrTM0rsOzx",neg,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
DPremitasari,"Aug,14","Rembug Stunting Desa Karangcangkring Identifikasi masalah & merencanakan kegiatanya pd 5 paket layanan konvergensi stunting di desa  #tppilamongan
@kpw4jatim @DewantoAndry @EkoSandjojo @fachrilabalado @taufikmadjid71 @Iskandar__NH
@Wanut_Susisno
@zaind_ah pic.twitter.com/OPBPuqZpWU",neg,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
zamzami_nur,"Aug,09","Bulan Agustus..Bulan rembug stunting..Mendiskusikan masalah ""Stunting"" dan Kesehatan. merumuskan rencana kegiatan dalam rangka pencegahan stunting dan peningkatkan kualitas layanan kesehatan masyarakat.
#TppiKec Lamongan
#TPIDKec Lamongan.
#ProgramInovasiDesa",neg,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
iinernawati2302,"Aug,05","IST (In Service Training) Peningkatan Kapasitas Kader Pengembangan Sumber Daya Manusia (PSDM) dalam rangka Pengawalan Rembug Stunting di Kec. Glagah.
#tppilamongan cegah stunting

@EkoSandjojo @DewantoAndry @Iskandar__NH @zaind_ah @WanutSusisno1 pic.twitter.com/LZSm4q06LL",neg,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
desa_karangsari,"Aug,04","Sosialisasi  pendataan kegiatan rembug stunting oleh petugas gizi kec pulosari,Bides,PD dan KPM @puspindes @anakdesaid
#MenujuPestaRakyat pic.twitter.com/MWG8zBAasX",neg,-7.1585,109.263,Pulosari Pulosari Pulosari Pulosari Kabupaten Pemalang Jawa Tengah Indonesia
JazuliAsep,"Sep,25","Itu merupakan bagian dari program konvergensi pencegahan stunting. Di mana, hasil rembug stunting dan hasil komitmen desa selengkapnya....
7 Desa di Kec Cibugel Sumedang, Selenggarakan Musdes RKPDesa dan Rembug Stunting insandesainstitute.web.id/2019/09/7-desaâ€¦ lewat @bloggerever",neg,-6.83286,107.953,Kabupaten Sumedang Jawa Barat Indonesia
Syamsud41732201,"Sep,18",@ganjarpranowo @YaniSunarno @humaskabklaten @kabarklaten Musdes Rembug Stunting Desa Troketon Kec Pedan pic.twitter.com/wbqac5GOt2,neg,-7.73997,110.665,Klaten Kabupaten Klaten Jawa Tengah Indonesia
DesakuPenggarit,"Sep,13","Yuk, kita tekan angka stunting mulai dari bawah...
""Pra Musdes Rembug Stunting @DesakuPenggarit""
Cc @ganjarpranowo @pakjunaedi @Wibowo26420876 @dinkesjateng @puspindes @kabarpemalangID pic.twitter.com/ie38CuQvSF",neg,-6.95291,109.42,Penggarit Kecamatan Taman Kabupaten Pemalang Jawa Tengah Indonesia
KandangDesaku,"Sep,11",":
pelaksanaan pra musdes
.
dalam rangka rembug stunting program inovasi desa
.
Desa Kandang Kecamatan Comal Tahun 2019
.
#kandangdesaku
#desapintar pic.twitter.com/Ss3VitvhBV",neg,-6.889939999999998,109.381,Pemalang Kecamatan Pemalang Kabupaten Pemalang Jawa Tengah Indonesia
01Koramil,"Oct,26","Babinsa Kalikotes Sertu Eko susilo menghadiri kegiatan REMBUG STUNTING desa Kalikotes kecamatan kalikotes di Balai desa Kalikotes.

@kodimklaten 
@korem074wrt_solo 
@kodam_diponegoro pic.twitter.com/QeF3qzIxxw",neg,-7.717,110.611,Kecamatan Klaten Tengah Kabupaten Klaten Jawa Tengah Indonesia
kodimklaten,"Oct,16","Babinsa Cawas Hadiri Rembug Stunting Bersama Tim Pelaksana Inovasi Desa | Kodim 0723 Klaten kodimklaten.com/2019/10/babinsâ€¦
@KoremSolo
@KodamIV
@tni_ad",neg,-7.73997,110.665,Klaten Kabupaten Klaten Jawa Tengah Indonesia
Koramilcawas,"Oct,14","Babinsa Koramil 20 Cawas Serda Sriyana Menghadiri Rembug Stunting Desa Mlese Bersama Tim Pelaksana Inovasi Desa Kecamatan Cawas Kabupaten Klaten Tahun 2019

@kodimklaten
@KoremSolo
@KodamIV pic.twitter.com/ruPNosQSFv",neg,-0.789275,113.921,Indonesia
kadalku,"Oct,11",Pada hari Jumat Tgl 11 Oktober 2019 Pukul 10.55 sd selesai Babinsa desa Margalaksana Serda Komar melaksanakan pendampingan di desa binaan kegiatan menghadiri acara Sosialisasi  Rembug Stunting desa dan Pembentukanâ€¦ instagram.com/p/B3e_Ee-g5sv/â€¦,neg,-0.789275,113.921,Indonesia
suryaman_izur,"Oct,04","Ngabret d dua tmpat yg berbeda  Pmbntukn RDS & Rembug stunting d ds pangliarn & Cibuniasih, smoga kdepan masalah penangnn stunting dapat teratsi dngn baik.
#Cegah_Stunting @KemenDesa @TPPI_JABAR @P3mdTasikmalaya pic.twitter.com/nVVTjV52lD",neg,-7.35058,108.217,Tasikmalaya Tasikmalaya Jawa Barat Indonesia
PKM_Kedungreja,"Oct,02","Pra Musrenbangdes di Desa Bojongsari, Rembug Stunting Tingkat Desa. Menampung permasalahan Stunting dan penanganannya yang akan dimasukkan ke dalam programâ€¦ instagram.com/p/B3HEXx0Bnjt/â€¦",neg,-7.50991,108.772,Kedungreja Kabupaten Cilacap Jawa Tengah Indonesia
notifindonesia,"27,Oct,18",Prevalensi Stunting di Sumedang Masih di Atas Batas Angka WHO dlvr.it/QpgQwq pic.twitter.com/QTRgJJpj8F,neg,-0.789275,113.921,Indonesia
Beritasatu,"23,Oct,18","Menkes : Prevalensi Stunting Turun 30,8 Persen brt.st/60YC",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
melfeyadin,"19,Oct,18","Belum lagi WHO menyebutkan bahwa kondisi kesehatan masyarakat Indonesia itu tergolong kronis, hal ini disebabkan karena angka prevalensi stunting yang lebih dari 20%. @kpp_pa @Desa_Cibatokdua @FoodbankID #KampungAnakSejahtera #PenuhiHakAnak #foodbankofindonesia #kemenPPPA",neg,-6.59715,106.806,Bogor Kampung Parung Jambu Kota Bogor Jawa Barat Indonesia
kemkominfo,"19,Oct,18",Pemerintah terus bekerja keras menurunkan prevalensi stunting/kekurangan gizi kronik agar SDM Indonesia menjadi modal pembangunan bukan beban dalam bonus demografi. #dialogpublik #CegahStunting pic.twitter.com/ltZEeaTSjq,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ProgramMAMPU,"07,Oct,18","Koordinator @Permampu1 Dina Lumbantobing @lumban27 melanjutkan #BBLProgramMAMPU dengan pemaparan penelitian tentang persoalan dan pemenuhan gizi perempuan di 8 provinsi di Sumatra. ""Di Sumatra, prevalensi stunting pada balita usia 24-59 bulan mencapai 44,1%,"" papar Dina. pic.twitter.com/d7I4vCxdCB",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
roelly87,"05,Oct,18","Di dunia, Indonesia masuk negara dengan angka prevalensi stunting kelima terbesar. Selain itu, Kemenkes mencatat 3,8% balita  dalam keadaan gizi buruk dan 14% gizi kurang
@kpp_pa
@FoodbankID
@DesaCibatokdua
#KampungAnakSejahtera
#PenuhiHakAnak
#foodbankofindonesia
#kemenPPPA",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
vitarinda,"Nov,28","Intervensi penurunan prevalensi stunting di dinkes hanya 30%, yg lainnya ya gotong royong

@PPMuslimatNU
@BPOM_RI
@KemenkesRI
#RoadshowMuslimatNU
#BijakPakaiSKM",neg,0.0,0.0,
vitarinda,"Nov,28","Konsumsi susu di Indonesia sangat rendah. 1gelas susu/orang/minggu. Ini juga beekaitan dg prevalensi stunting
@PPMuslimatNU
@BPOM_RI
@KemenkesRI
#RoadshowMuslimatNU
#BijakPakaiSKM",neg,0.0,0.0,
MakanBener_id,"Nov,22","Global Nutrition Report 2017: Indonesia memiliki 3 masalah gizi balita sekaligus; stunting (pendek), wasting (kurus) & obesitas.
Menurut Riskesdas 2013, prevalensi stunting di Indonesia 37,2%. Padahal, batas toleransi stunting menurut WHO adl 20%.

#MakanBener #LindungiAnak pic.twitter.com/yMQTT7M8nM",neg,-0.789275,113.921,Indonesia
TajukLombok,"Nov,22",Gandeng Penyuluh Kementerian PDTT ingin segera turunkan Prevalensi Stunting tajuklombok.com/berita/detail/â€¦,neg,-8.51345,116.561,Kabupaten Lombok Timur Nusa Tenggara Barat Indonesia
iman2986,"Dec,10",Prevalensi Stunting di malinau Diklaim Menurun korankaltara.com/prevalensi-stuâ€¦,neg,3.32736,117.579,Tarakan Kota Tarakan Kalimantan Timur Indonesia
WaspadaOnline,"Jan,27","â€œLahirkan Generasi Emas, Turunkan Prevalensi Stunting dan Penyakit Katastropikâ€ waspada.co.id/medan/lahirkanâ€¦ pic.twitter.com/1VKEGvMdTT",neg,3.5952,98.6722,Medan Kota Medan Sumatera Utara Indonesia
gramediadotcom,"Jan,24","1. Stop Stunting Dengan Konseling Gizi - Persatuan Ahli Gizi Indonesia

Asupan gizi yg tidak seimbang merupakan suatu faktor yg berpengaruh langsung terhadap stunting. Indonesia merupakan salah satu negara dengan prevalensi stunting yg cukup tinggi. Dan situasi ini harus diatasi. pic.twitter.com/1wC01JVmVS",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Kemdikbud_RI,"Jan,24","Peringatan #HariGiziNasional mengajak kita untuk lebih memahami tantangan di bidang gizi yang menghambat peluang Indonesia untuk menjadi negara maju. Misalkan, tingginya prevalensi stunting (pendek/kerdil), underweight (berat kurang), wasting (kurus), dan anemia pada ibu hamil. pic.twitter.com/RKfUQHhaFD",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
kkmb_mina,"Feb,19","Fortifikasi Pangan, Prevalensi Stunting, dan Debat Capres yang Hanya Fokus pada Ekonomi kompasiana.com/cangkoiburong/â€¦",neg,-0.789275,113.921,Indonesia
djikp,"Feb,18","Duh, ternyata bahaya juga ya dampak stunting ini. Oleh karena itu, @djikp @kemkominfo ditunjuk menjadi koordinator kampanye nasional bersama @KemenkesRI dan 10 kementerian lain dalam mensosialisasikan perilaku hidup bersih dan sehat. Tujuannya: menurunkan prevalensi stunting.",neg,0.0,0.0,
tbffmd,"Feb,17","Lha dungu, jualan prevalensi stunting yg masih 30 % apa harus jd anak stunting?",neg,-0.789275,113.921,Indonesia
portal_sumatera,"Feb,04",Strategi Melahirkan Generasi Emas dengan Menurunkan Prevalensi Stunting dan PenyakitÂ Katastropik portalsumatera.com/strategi-melahâ€¦ pic.twitter.com/dbCpHC6laL,neg,3.56273,98.6958,Kecamatan Medan Kota Kota Medan Sumatera Utara Indonesia
